,ID_VIDEOJUEGO,Nombre Videojuego,Año Publicación,Género,Siglas Consola,Nombre Consola,Familia Consolas,Ventas Total,Puntaje Críticos,Puntaje Usuarios,Rating
4410,VID_008022,NASCAR '14,2014,Racing,X360,Xbox 360,XBox (Microsoft),170000,65.0,51.0,E
4411,VID_008027,Naval Assault: The Killing Tide,2010,Simulation,X360,Xbox 360,XBox (Microsoft),170000,40.0,42.0,T
4413,VID_008051,Blood Bowl,2009,Sports,X360,Xbox 360,XBox (Microsoft),160000,61.0,51.0,T
4414,VID_008072,Leisure Suit Larry: Box Office Bust,2009,Adventure,X360,Xbox 360,XBox (Microsoft),160000,25.0,25.0,M
4415,VID_008077,Clash of the Titans,2010,Action,X360,Xbox 360,XBox (Microsoft),160000,42.0,41.0,T
4416,VID_008105,Apache: Air Assault,2010,Simulation,X360,Xbox 360,XBox (Microsoft),160000,70.0,64.0,T
4417,VID_008111,El Shaddai: Ascension of the Metatron,2011,Action,X360,Xbox 360,XBox (Microsoft),160000,75.0,70.0,T
4418,VID_008121,Thrillville: Off the Rails,2007,Strategy,X360,Xbox 360,XBox (Microsoft),160000,73.0,28.0,E10+
4419,VID_008129,Warriors Orochi 3,2011,Action,X360,Xbox 360,XBox (Microsoft),160000,71.0,81.0,T
4421,VID_008157,Culdcept SAGA,2006,Role-Playing,X360,Xbox 360,XBox (Microsoft),160000,75.0,87.0,T
4424,VID_008193,Blitz: The League,2006,Sports,X360,Xbox 360,XBox (Microsoft),160000,69.0,65.0,M
4427,VID_008232,Shaun White Skateboarding,2010,Sports,X360,Xbox 360,XBox (Microsoft),160000,61.0,53.0,T
4429,VID_008272,Sherlock Holmes vs. Jack the Ripper,2009,Adventure,X360,Xbox 360,XBox (Microsoft),160000,62.0,68.0,T
4430,VID_008279,Fist of the North Star: Ken's Rage,2010,Action,X360,Xbox 360,XBox (Microsoft),160000,59.0,73.0,M
4431,VID_008280,Chaotic: Shadow Warriors,2009,Action,X360,Xbox 360,XBox (Microsoft),160000,60.0,50.0,E10+
4433,VID_008314,Stormrise,2009,Strategy,X360,Xbox 360,XBox (Microsoft),150000,48.0,68.0,M
4434,VID_008327,Dynasty Warriors 8,2013,Action,X360,Xbox 360,XBox (Microsoft),150000,65.0,75.0,T
4435,VID_008334,Birds of Steel,2012,Simulation,X360,Xbox 360,XBox (Microsoft),150000,77.0,89.0,T
4436,VID_008335,Cars: Race-O-Rama,2009,Racing,X360,Xbox 360,XBox (Microsoft),150000,54.0,58.0,E
4437,VID_008356,Project Sylpheed: Arc of Deception,2006,Shooter,X360,Xbox 360,XBox (Microsoft),150000,64.0,86.0,T
4438,VID_008370,de Blob 2,2011,Platform,X360,Xbox 360,XBox (Microsoft),150000,77.0,75.0,E10+
4439,VID_008380,Marvel Super Hero Squad: The Infinity Gauntlet,2010,Action,X360,Xbox 360,XBox (Microsoft),150000,55.0,63.0,E10+
4443,VID_008478,Armored Core: For Answer,2008,Simulation,X360,Xbox 360,XBox (Microsoft),150000,64.0,77.0,T
4444,VID_008523,The Cursed Crusade,2011,Action,X360,Xbox 360,XBox (Microsoft),150000,39.0,44.0,M
4445,VID_008527,Earth Defense Force 2025,2013,Shooter,X360,Xbox 360,XBox (Microsoft),150000,68.0,81.0,M
4446,VID_008528,NHL 2K10,2009,Sports,X360,Xbox 360,XBox (Microsoft),150000,69.0,79.0,E10+
4448,VID_008560,Cars: Mater-National Championship,2007,Racing,X360,Xbox 360,XBox (Microsoft),140000,58.0,78.0,E
4451,VID_008612,Thor: God of Thunder,2011,Action,X360,Xbox 360,XBox (Microsoft),140000,38.0,57.0,T
4453,VID_008692,Risen 2: Dark Waters,2012,Role-Playing,X360,Xbox 360,XBox (Microsoft),140000,60.0,60.0,M
4455,VID_008736,Cabela's African Safari,2006,Sports,X360,Xbox 360,XBox (Microsoft),140000,53.0,50.0,T
4456,VID_008743,Just Cause,2006,Action,X360,Xbox 360,XBox (Microsoft),140000,73.0,72.0,M
4457,VID_008745,X-Blades,2009,Action,X360,Xbox 360,XBox (Microsoft),140000,50.0,54.0,M
4458,VID_008780,Eragon,2006,Action,X360,Xbox 360,XBox (Microsoft),140000,48.0,57.0,T
4460,VID_008794,Blazing Angels 2: Secret Missions of WWII,2007,Simulation,X360,Xbox 360,XBox (Microsoft),140000,72.0,78.0,T
4462,VID_008799,How to Train Your Dragon,2010,Action,X360,Xbox 360,XBox (Microsoft),140000,58.0,76.0,E10+
4463,VID_008826,Heroes over Europe,2009,Simulation,X360,Xbox 360,XBox (Microsoft),140000,62.0,81.0,T
4464,VID_008828,Create,2010,Action,X360,Xbox 360,XBox (Microsoft),140000,60.0,58.0,E
4466,VID_008839,NCIS,2011,Adventure,X360,Xbox 360,XBox (Microsoft),140000,35.0,47.0,T
4468,VID_008859,MotoGP '06,2006,Racing,X360,Xbox 360,XBox (Microsoft),140000,80.0,77.0,E
4472,VID_008917,Hulk Hogan's Main Event,2011,Fighting,X360,Xbox 360,XBox (Microsoft),130000,26.0,22.0,T
4473,VID_008928,Divinity II: The Dragon Knight Saga,2010,Role-Playing,X360,Xbox 360,XBox (Microsoft),130000,72.0,78.0,M
4474,VID_008931,NHL 2K8,2007,Sports,X360,Xbox 360,XBox (Microsoft),130000,71.0,74.0,E10+
4476,VID_008964,Fatal Inertia,2007,Racing,X360,Xbox 360,XBox (Microsoft),130000,61.0,42.0,E10+
4477,VID_008973,Kung-Fu: High Impact,2011,Action,X360,Xbox 360,XBox (Microsoft),130000,56.0,78.0,T
4479,VID_008996,Rumble Roses XX,2006,Fighting,X360,Xbox 360,XBox (Microsoft),130000,62.0,66.0,M
4480,VID_009042,Venetica,2010,Role-Playing,X360,Xbox 360,XBox (Microsoft),130000,42.0,73.0,T
4481,VID_009046,Persona 4: Arena,2012,Fighting,X360,Xbox 360,XBox (Microsoft),130000,83.0,73.0,T
4482,VID_009047,Cabela's Alaskan Adventure,2006,Sports,X360,Xbox 360,XBox (Microsoft),130000,48.0,56.0,T
4486,VID_009096,Rango: The Video Game,2011,Action,X360,Xbox 360,XBox (Microsoft),130000,68.0,80.0,E10+
4487,VID_009117,Steel Battalion: Heavy Armor,2012,Misc,X360,Xbox 360,XBox (Microsoft),130000,38.0,24.0,M
4488,VID_009118,Green Lantern: Rise of the Manhunters,2011,Action,X360,Xbox 360,XBox (Microsoft),130000,59.0,72.0,T
4489,VID_009127,Onechanbara: Bikini Samurai Squad,2006,Action,X360,Xbox 360,XBox (Microsoft),130000,39.0,64.0,M
4492,VID_009166,Dynasty Warriors 5 Empires,2006,Action,X360,Xbox 360,XBox (Microsoft),130000,61.0,82.0,T
4494,VID_009176,Jurassic: The Hunted,2009,Shooter,X360,Xbox 360,XBox (Microsoft),130000,60.0,72.0,T
4495,VID_009180,Hour of Victory,2007,Shooter,X360,Xbox 360,XBox (Microsoft),130000,37.0,30.0,T
4498,VID_009243,Eat Lead: The Return of Matt Hazard,2009,Shooter,X360,Xbox 360,XBox (Microsoft),120000,53.0,70.0,T
4501,VID_009282,Ice Age: Dawn of the Dinosaurs,2009,Action,X360,Xbox 360,XBox (Microsoft),120000,68.0,75.0,E10+
4502,VID_009303,Blackwater,2011,Shooter,X360,Xbox 360,XBox (Microsoft),120000,37.0,45.0,T
4503,VID_009317,Killer is Dead,2013,Action,X360,Xbox 360,XBox (Microsoft),120000,64.0,72.0,M
4504,VID_009319,Megamind: Ultimate Showdown,2010,Action,X360,Xbox 360,XBox (Microsoft),120000,33.0,43.0,E10+
4509,VID_009375,NPPL: Championship Paintball 2009,2008,Shooter,X360,Xbox 360,XBox (Microsoft),120000,44.0,73.0,E10+
4510,VID_009380,College Hoops 2K6,2006,Sports,X360,Xbox 360,XBox (Microsoft),120000,70.0,73.0,E
4512,VID_009405,Pinball Hall of Fame: The Williams Collection,2009,Misc,X360,Xbox 360,XBox (Microsoft),120000,83.0,83.0,E10+
4514,VID_009412,Power Gig: Rise of the SixString,2010,Misc,X360,Xbox 360,XBox (Microsoft),120000,36.0,21.0,T
4517,VID_009456,Raiden IV,2008,Shooter,X360,Xbox 360,XBox (Microsoft),120000,63.0,78.0,E10+
4518,VID_009462,Phantasy Star Universe,2006,Role-Playing,X360,Xbox 360,XBox (Microsoft),120000,64.0,74.0,T
4519,VID_009471,Lost Planet 3,2013,Shooter,X360,Xbox 360,XBox (Microsoft),120000,58.0,58.0,T
4521,VID_009533,Self-Defense Training Camp,2011,Sports,X360,Xbox 360,XBox (Microsoft),120000,21.0,50.0,T
4522,VID_009583,Fantastic Four: Rise of the Silver Surfer,2007,Action,X360,Xbox 360,XBox (Microsoft),110000,45.0,54.0,T
4523,VID_009584,Monster Madness: Battle for Suburbia,2007,Shooter,X360,Xbox 360,XBox (Microsoft),110000,55.0,52.0,T
4524,VID_009592,NFL Head Coach 09,2008,Sports,X360,Xbox 360,XBox (Microsoft),110000,67.0,84.0,E
4525,VID_009593,Blood Drive,2010,Racing,X360,Xbox 360,XBox (Microsoft),110000,40.0,65.0,M
4527,VID_009625,Warhammer: Battle March,2008,Strategy,X360,Xbox 360,XBox (Microsoft),110000,55.0,67.0,M
4528,VID_009627,The King of Fighters XII,2009,Fighting,X360,Xbox 360,XBox (Microsoft),110000,63.0,42.0,T
4529,VID_009654,Where the Wild Things Are,2009,Platform,X360,Xbox 360,XBox (Microsoft),110000,51.0,54.0,E10+
4530,VID_009680,Open Season,2006,Platform,X360,Xbox 360,XBox (Microsoft),110000,59.0,73.0,E10+
4531,VID_009691,Space Chimps,2008,Platform,X360,Xbox 360,XBox (Microsoft),110000,57.0,53.0,E10+
4532,VID_009703,Ridge Racer Unbounded,2012,Racing,X360,Xbox 360,XBox (Microsoft),110000,71.0,77.0,T
4533,VID_009713,Truth or Lies,2010,Misc,X360,Xbox 360,XBox (Microsoft),110000,28.0,52.0,T
4535,VID_009731,Karaoke Revolution Presents American Idol Encore,2008,Misc,X360,Xbox 360,XBox (Microsoft),110000,70.0,70.0,E
4537,VID_009775,Night at the Museum: Battle of the Smithsonian,2009,Action,X360,Xbox 360,XBox (Microsoft),110000,50.0,71.0,E10+
4538,VID_009782,Bodycount,2011,Shooter,X360,Xbox 360,XBox (Microsoft),110000,53.0,47.0,M
4539,VID_009790,Michael Phelps: Push the Limit,2011,Sports,X360,Xbox 360,XBox (Microsoft),110000,48.0,35.0,E
4543,VID_009819,Pimp My Ride,2006,Racing,X360,Xbox 360,XBox (Microsoft),110000,38.0,38.0,T
4544,VID_009832,Hellboy: The Science of Evil,2008,Action,X360,Xbox 360,XBox (Microsoft),110000,44.0,57.0,T
4548,VID_009857,Cabela's North American Adventures,2010,Sports,X360,Xbox 360,XBox (Microsoft),110000,51.0,90.0,T
4549,VID_009877,Shrek: Forever After,2010,Platform,X360,Xbox 360,XBox (Microsoft),110000,62.0,62.0,E10+
4551,VID_009897,Rogue Warrior,2009,Shooter,X360,Xbox 360,XBox (Microsoft),110000,28.0,28.0,M
4553,VID_009922,FlatOut: Ultimate Carnage,2007,Racing,X360,Xbox 360,XBox (Microsoft),110000,80.0,88.0,T
4554,VID_009937,Pac-Man and the Ghostly Adventures 2,2014,Adventure,X360,Xbox 360,XBox (Microsoft),110000,60.0,65.0,E10+
4555,VID_009960,Family Feud: 2012 Edition,2011,Misc,X360,Xbox 360,XBox (Microsoft),100000,47.0,53.0,E10+
4556,VID_009985,Winning Eleven: Pro Evolution Soccer 2007,2006,Sports,X360,Xbox 360,XBox (Microsoft),100000,79.0,65.0,E
4557,VID_009989,The First Templar,2011,Action,X360,Xbox 360,XBox (Microsoft),100000,52.0,63.0,T
4558,VID_010025,Blades of Time,2012,Action,X360,Xbox 360,XBox (Microsoft),100000,52.0,65.0,M
4559,VID_010033,Universe at War: Earth Assault,2008,Action,X360,Xbox 360,XBox (Microsoft),100000,66.0,83.0,T
4560,VID_010051,NASCAR The Game: Inside Line,2012,Racing,X360,Xbox 360,XBox (Microsoft),100000,72.0,34.0,E
4561,VID_010067,Blitz: The League II,2008,Sports,X360,Xbox 360,XBox (Microsoft),100000,68.0,72.0,M
4562,VID_010094,Surf's Up,2007,Sports,X360,Xbox 360,XBox (Microsoft),100000,61.0,61.0,E10+
4567,VID_010147,NFL Tour,2008,Sports,X360,Xbox 360,XBox (Microsoft),100000,49.0,31.0,E
4569,VID_010183,nail'd,2010,Racing,X360,Xbox 360,XBox (Microsoft),100000,64.0,71.0,E10+
4570,VID_010185,Bullet Witch,2006,Shooter,X360,Xbox 360,XBox (Microsoft),100000,55.0,61.0,M
4574,VID_010268,NeverDead,2012,Shooter,X360,Xbox 360,XBox (Microsoft),100000,52.0,55.0,M
4579,VID_010295,MySims SkyHeroes,2010,Action,X360,Xbox 360,XBox (Microsoft),100000,56.0,55.0,E10+
4583,VID_010348,Darkest of Days,2009,Shooter,X360,Xbox 360,XBox (Microsoft),100000,44.0,48.0,M
4584,VID_010355,Rio,2011,Misc,X360,Xbox 360,XBox (Microsoft),90000,60.0,70.0,E10+
4585,VID_010368,MindJack,2011,Shooter,X360,Xbox 360,XBox (Microsoft),90000,43.0,12.0,M
4587,VID_010388,Winter Stars,2011,Sports,X360,Xbox 360,XBox (Microsoft),90000,46.0,65.0,E
4588,VID_010393,Bladestorm: The Hundred Years' War,2007,Action,X360,Xbox 360,XBox (Microsoft),90000,63.0,68.0,T
4589,VID_010409,Raven Squad: Operation Hidden Dagger,2009,Shooter,X360,Xbox 360,XBox (Microsoft),90000,38.0,35.0,T
4590,VID_010430,Arcania: Gothic 4,2010,Role-Playing,X360,Xbox 360,XBox (Microsoft),90000,64.0,52.0,T
4592,VID_010529,Jimmie Johnson's Anything With an Engine,2011,Racing,X360,Xbox 360,XBox (Microsoft),90000,65.0,88.0,E10+
4593,VID_010546,Castlevania: Lords of Shadow 2,2014,Action,X360,Xbox 360,XBox (Microsoft),90000,70.0,78.0,M
4595,VID_010560,JASF: Jane's Advanced Strike Fighters,2011,Simulation,X360,Xbox 360,XBox (Microsoft),90000,45.0,45.0,T
4598,VID_010601,Quantum Theory,2010,Shooter,X360,Xbox 360,XBox (Microsoft),90000,37.0,36.0,M
4601,VID_010622,Zoids Assault,2007,Strategy,X360,Xbox 360,XBox (Microsoft),90000,46.0,73.0,T
4604,VID_010648,Supreme Commander,2008,Strategy,X360,Xbox 360,XBox (Microsoft),90000,56.0,57.0,E10+
4605,VID_010665,GRID Autosport,2014,Racing,X360,Xbox 360,XBox (Microsoft),90000,75.0,60.0,E
4606,VID_010696,Spectral Force 3,2006,Role-Playing,X360,Xbox 360,XBox (Microsoft),90000,59.0,75.0,T
4607,VID_010709,Battle Fantasia,2008,Fighting,X360,Xbox 360,XBox (Microsoft),90000,71.0,66.0,T
4608,VID_010752,ShellShock 2: Blood Trails,2009,Shooter,X360,Xbox 360,XBox (Microsoft),90000,30.0,59.0,M
4609,VID_010754,F.E.A.R. Files,2007,Shooter,X360,Xbox 360,XBox (Microsoft),90000,66.0,71.0,M
4610,VID_010779,Cloudy With a Chance of Meatballs,2009,Platform,X360,Xbox 360,XBox (Microsoft),90000,62.0,65.0,E
4611,VID_010811,America's Army: True Soldiers,2007,Shooter,X360,Xbox 360,XBox (Microsoft),80000,43.0,67.0,T
4612,VID_010814,Raiden Fighters Aces,2008,Shooter,X360,Xbox 360,XBox (Microsoft),80000,73.0,75.0,E10+
4615,VID_010888,NHL 2K7,2006,Sports,X360,Xbox 360,XBox (Microsoft),80000,78.0,79.0,E10+
4619,VID_010955,Tornado Outbreak,2009,Action,X360,Xbox 360,XBox (Microsoft),80000,62.0,80.0,E10+
4621,VID_010965,Persona 4: Arena Ultimax,2014,Fighting,X360,Xbox 360,XBox (Microsoft),80000,85.0,74.0,T
4622,VID_010966,Supremacy MMA,2011,Fighting,X360,Xbox 360,XBox (Microsoft),80000,49.0,62.0,M
4625,VID_011009,Samurai Shodown Sen,2009,Fighting,X360,Xbox 360,XBox (Microsoft),80000,46.0,52.0,M
4626,VID_011019,Looney Tunes: Acme Arsenal,2007,Action,X360,Xbox 360,XBox (Microsoft),80000,40.0,68.0,E10+
4627,VID_011059,Knights Contract,2011,Action,X360,Xbox 360,XBox (Microsoft),80000,49.0,56.0,M
4629,VID_011067,PAC-MAN and the Ghostly Adventures,2013,Platform,X360,Xbox 360,XBox (Microsoft),80000,49.0,51.0,E10+
4630,VID_011082,Earth Defense Force 2017,2006,Action,X360,Xbox 360,XBox (Microsoft),80000,69.0,77.0,T
4631,VID_011124,World Series of Poker 2008: Battle for the Bracelets,2007,Misc,X360,Xbox 360,XBox (Microsoft),80000,74.0,67.0,T
4633,VID_011146,Samurai Warriors 2,2006,Action,X360,Xbox 360,XBox (Microsoft),80000,52.0,87.0,T
4637,VID_011209,Infernal: Hell's Vengeance,2009,Shooter,X360,Xbox 360,XBox (Microsoft),80000,35.0,53.0,M
4639,VID_011307,Legend of the Guardians: The Owls of Ga'Hoole,2010,Action,X360,Xbox 360,XBox (Microsoft),70000,60.0,80.0,E10+
4641,VID_011333,Damage Inc.: Pacific Squadron WWII,2012,Simulation,X360,Xbox 360,XBox (Microsoft),70000,49.0,55.0,T
4645,VID_011389,Kengo: Legend of The 9,2006,Fighting,X360,Xbox 360,XBox (Microsoft),70000,38.0,41.0,M
4647,VID_011450,Operation Darkness,2007,Role-Playing,X360,Xbox 360,XBox (Microsoft),70000,46.0,70.0,M
4648,VID_011469,Escape Dead Island,2014,Action,X360,Xbox 360,XBox (Microsoft),70000,32.0,38.0,M
4650,VID_011491,MLB Front Office Manager,2009,Sports,X360,Xbox 360,XBox (Microsoft),70000,47.0,46.0,E
4652,VID_011519,Damnation,2009,Shooter,X360,Xbox 360,XBox (Microsoft),70000,36.0,56.0,M
4655,VID_011583,Bionicle Heroes,2006,Shooter,X360,Xbox 360,XBox (Microsoft),70000,59.0,59.0,E10+
4656,VID_011641,Ultimate Marvel vs. Capcom 3,2011,Fighting,X360,Xbox 360,XBox (Microsoft),70000,79.0,62.0,T
4658,VID_011689,Dragon Ball Z: Battle of Z,2014,Fighting,X360,Xbox 360,XBox (Microsoft),70000,53.0,51.0,T
4659,VID_011726,Mayhem 3D,2011,Racing,X360,Xbox 360,XBox (Microsoft),70000,47.0,86.0,E10+
4663,VID_011766,Risen 3: Titan Lords,2014,Role-Playing,X360,Xbox 360,XBox (Microsoft),60000,44.0,44.0,M
4665,VID_011831,Fist of the North Star: Ken's Rage 2,2012,Fighting,X360,Xbox 360,XBox (Microsoft),60000,55.0,71.0,M
4670,VID_011945,MX vs. ATV Supercross,2014,Racing,X360,Xbox 360,XBox (Microsoft),60000,48.0,48.0,E
4676,VID_012122,Adventure Time: The Secret of the Nameless Kingdom,2014,Action,X360,Xbox 360,XBox (Microsoft),60000,58.0,75.0,E10+
4677,VID_012126,Jumper: Griffin's Story,2008,Action,X360,Xbox 360,XBox (Microsoft),60000,29.0,33.0,T
4679,VID_012150,The History Channel: Battle for the Pacific,2007,Shooter,X360,Xbox 360,XBox (Microsoft),60000,35.0,61.0,T
4680,VID_012159,Inversion,2012,Shooter,X360,Xbox 360,XBox (Microsoft),60000,53.0,65.0,M
4681,VID_012168,Brave: A Warrior's Tale,2009,Action,X360,Xbox 360,XBox (Microsoft),60000,42.0,50.0,E10+
4682,VID_012193,Top Gun: Hard Lock,2012,Action,X360,Xbox 360,XBox (Microsoft),60000,54.0,35.0,T
4683,VID_012195,Warriors Orochi 2,2008,Action,X360,Xbox 360,XBox (Microsoft),60000,44.0,81.0,T
4685,VID_012228,Tropico 5,2014,Simulation,X360,Xbox 360,XBox (Microsoft),60000,71.0,72.0,T
4687,VID_012297,Ride to Hell,2013,Racing,X360,Xbox 360,XBox (Microsoft),60000,19.0,13.0,M
4688,VID_012306,Hail to the Chimp,2008,Misc,X360,Xbox 360,XBox (Microsoft),60000,52.0,61.0,T
4690,VID_012474,UEFA Champions League 2006-2007,2007,Sports,X360,Xbox 360,XBox (Microsoft),50000,72.0,82.0,E
4692,VID_012495,Lucha Libre AAA: Heroes del Ring,2010,Fighting,X360,Xbox 360,XBox (Microsoft),50000,49.0,63.0,T
4694,VID_012527,Sacred 3,2014,Role-Playing,X360,Xbox 360,XBox (Microsoft),50000,51.0,41.0,M
4696,VID_012537,MorphX,2010,Shooter,X360,Xbox 360,XBox (Microsoft),50000,33.0,66.0,M
4698,VID_012636,Zumba Fitness Core,2012,Misc,X360,Xbox 360,XBox (Microsoft),50000,77.0,67.0,E10+
4699,VID_012738,Deadliest Catch: Alaskan Storm,2008,Sports,X360,Xbox 360,XBox (Microsoft),50000,56.0,59.0,T
4700,VID_012759,The Lord of the Rings: The Battle for Middle-Earth II,2006,Strategy,X360,Xbox 360,XBox (Microsoft),50000,79.0,75.0,T
4706,VID_012867,Cabela's Trophy Bucks,2007,Sports,X360,Xbox 360,XBox (Microsoft),50000,39.0,30.0,T
4707,VID_012869,Yaiba: Ninja Gaiden Z,2014,Action,X360,Xbox 360,XBox (Microsoft),50000,50.0,53.0,M
4708,VID_012871,Rock of the Dead,2010,Shooter,X360,Xbox 360,XBox (Microsoft),50000,48.0,48.0,T
4709,VID_012882,Rapala Fishing Frenzy 2009,2008,Sports,X360,Xbox 360,XBox (Microsoft),50000,41.0,72.0,E
4712,VID_012982,Virtua Tennis 3,2007,Sports,X360,Xbox 360,XBox (Microsoft),40000,80.0,68.0,E
4713,VID_013033,Enemy Front,2014,Shooter,X360,Xbox 360,XBox (Microsoft),40000,35.0,58.0,M
4714,VID_013063,WarTech: Senko no Ronde,2006,Fighting,X360,Xbox 360,XBox (Microsoft),40000,60.0,61.0,T
4717,VID_013098,Attack of the Movies 3D,2010,Shooter,X360,Xbox 360,XBox (Microsoft),40000,38.0,17.0,T
4718,VID_013165,Deadliest Warrior: Ancient Combat,2012,Fighting,X360,Xbox 360,XBox (Microsoft),40000,37.0,63.0,M
4724,VID_013276,Samurai Warriors 2: Empires,2007,Action,X360,Xbox 360,XBox (Microsoft),40000,53.0,85.0,T
4728,VID_013330,Bomberman: Act Zero,2006,Puzzle,X360,Xbox 360,XBox (Microsoft),40000,34.0,22.0,T
4729,VID_013380,Stoked: Big Air Edition,2009,Sports,X360,Xbox 360,XBox (Microsoft),40000,72.0,77.0,T
4737,VID_013679,Rapala Tournament Fishing!,2006,Sports,X360,Xbox 360,XBox (Microsoft),30000,41.0,80.0,E
4771,VID_014489,Capcom Digital Collection,2012,Action,X360,Xbox 360,XBox (Microsoft),20000,65.0,53.0,T
4791,VID_015017,uDraw Studio: Instant Artist,2011,Misc,X360,Xbox 360,XBox (Microsoft),20000,54.0,57.0,E
4792,VID_015018,The Testament of Sherlock Holmes,2012,Adventure,X360,Xbox 360,XBox (Microsoft),20000,64.0,76.0,M
4793,VID_015030,Marvel Avengers: Battle for Earth,2012,Action,X360,Xbox 360,XBox (Microsoft),20000,62.0,73.0,T
4796,VID_015146,Worms,2007,Strategy,X360,Xbox 360,XBox (Microsoft),20000,75.0,69.0,E10+
4815,VID_015698,Banjo-Kazooie,2008,Platform,X360,Xbox 360,XBox (Microsoft),10000,77.0,82.0,E
4830,VID_015994,Dragon Ball Z for Kinect,2012,Fighting,X360,Xbox 360,XBox (Microsoft),10000,49.0,21.0,T
4835,VID_000017,Grand Theft Auto V,2013,Action,PS3,PlayStation 3,PlayStation,21040000,97.0,82.0,M
4836,VID_000034,Call of Duty: Black Ops II,2012,Shooter,PS3,PlayStation 3,PlayStation,13790000,83.0,53.0,M
4837,VID_000037,Call of Duty: Modern Warfare 3,2011,Shooter,PS3,PlayStation 3,PlayStation,13320000,88.0,32.0,M
4838,VID_000041,Call of Duty: Black Ops,2010,Shooter,PS3,PlayStation 3,PlayStation,12630000,88.0,64.0,M
4839,VID_000054,Gran Turismo 5,2010,Racing,PS3,PlayStation 3,PlayStation,10700000,84.0,75.0,E
4840,VID_000055,Call of Duty: Modern Warfare 2,2009,Shooter,PS3,PlayStation 3,PlayStation,10600000,94.0,63.0,M
4841,VID_000056,Grand Theft Auto IV,2008,Action,PS3,PlayStation 3,PlayStation,10500000,98.0,75.0,M
4842,VID_000068,Call of Duty: Ghosts,2013,Shooter,PS3,PlayStation 3,PlayStation,9360000,71.0,26.0,M
4843,VID_000078,FIFA Soccer 13,2012,Action,PS3,PlayStation 3,PlayStation,8160000,88.0,66.0,E
4844,VID_000100,Battlefield 3,2011,Shooter,PS3,PlayStation 3,PlayStation,7170000,85.0,75.0,M
4845,VID_000114,Uncharted 3: Drake's Deception,2011,Action,PS3,PlayStation 3,PlayStation,6740000,92.0,83.0,T
4846,VID_000116,Call of Duty 4: Modern Warfare,2007,Shooter,PS3,PlayStation 3,PlayStation,6680000,94.0,84.0,M
4847,VID_000117,Uncharted 2: Among Thieves,2009,Action,PS3,PlayStation 3,PlayStation,6660000,96.0,88.0,T
4849,VID_000121,Red Dead Redemption,2010,Action,PS3,PlayStation 3,PlayStation,6490000,95.0,88.0,M
4850,VID_000122,FIFA 14,2013,Sports,PS3,PlayStation 3,PlayStation,6470000,86.0,43.0,E
4851,VID_000123,Assassin's Creed III,2012,Action,PS3,PlayStation 3,PlayStation,6450000,85.0,69.0,M
4852,VID_000126,The Elder Scrolls V: Skyrim,2011,Role-Playing,PS3,PlayStation 3,PlayStation,6410000,92.0,64.0,M
4853,VID_000142,Metal Gear Solid 4: Guns of the Patriots,2008,Action,PS3,PlayStation 3,PlayStation,5990000,94.0,87.0,M
4854,VID_000144,The Last of Us,2013,Action,PS3,PlayStation 3,PlayStation,5870000,95.0,91.0,M
4855,VID_000145,LittleBigPlanet,2008,Platform,PS3,PlayStation 3,PlayStation,5820000,95.0,68.0,E
4856,VID_000154,Assassin's Creed II,2009,Action,PS3,PlayStation 3,PlayStation,5550000,91.0,86.0,M
4857,VID_000159,Batman: Arkham City,2011,Action,PS3,PlayStation 3,PlayStation,5480000,96.0,86.0,T
4858,VID_000165,Call of Duty: World at War,2008,Shooter,PS3,PlayStation 3,PlayStation,5390000,85.0,76.0,M
4859,VID_000168,Final Fantasy XIII,2009,Role-Playing,PS3,PlayStation 3,PlayStation,5330000,83.0,73.0,T
4861,VID_000192,Resident Evil 5,2009,Action,PS3,PlayStation 3,PlayStation,5090000,84.0,75.0,M
4862,VID_000195,FIFA Soccer 11,2010,Sports,PS3,PlayStation 3,PlayStation,5070000,89.0,80.0,E
